urn|version|label_eng|desc_eng|type|has_mods|urn_status|redirect_to|member_of|created_by|edited_by
urn:cite:perseus:catver.3903.1|urn:cts:greekLit:tlg0262.tlg001.opp-grc2|"Fragmenta, Anthologia lyrica, sive Lyricorum graecorum veterum praeter Pindarum reliquiae potiores"|"Socrates,attributed author Hiller, Eduard,1844-1891,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3904.1|urn:cts:greekLit:tlg0262.tlg001.opp-grc3|"Fragmenta, Poetae lyrici graeci"|"Socrates,creator Bergk, Theodor,1812-1881,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3905.1|urn:cts:greekLit:tlg0262.tlg001.opp-grc4|"Fragmenta, Anthologia lyrica graeca, Volume I"|"Socrates,attributed author Diehl, Ernst,1874-1947,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3906.1|urn:cts:greekLit:tlg0263.tlg001.opp-grc1|"Fragmenta, Lyra Graeca, being the remains of all the Greek lyric poets from Eumelus to Timotheus excepting
                Pindar, Volume 3"|"Solon,creator editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3907.1|urn:cts:greekLit:tlg0263.tlg001.opp-grc2|"Fragmenta, Anthologia lyrica graeca, Volume I"|"Solon,creator Diehl, Ernst,1874-1947,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3908.1|urn:cts:greekLit:tlg0263.tlg001.opp-grc3|"Fragmenta, Poetae lyrici Graeci, Vol II, Poetas Elegiacos et Iambographos Continens"|"Solon,creator Bergk, Theodor,1812-1881,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3909.1|urn:cts:greekLit:tlg0263.tlg001.opp-grc4|"Fragmenta, Poetae lyrici graeci"|"Solon,creator Bergk, Theodor,1812-1881,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3910.1|urn:cts:greekLit:tlg0263.tlg001.opp-grc5|"Fragmenta, Anthologie aus den lyrikern der Griechen, Erstes Bandchen, Die Elegiker Und Iambographen Enthaltend"|"Solon,creator Buchholz, Eduard,1825-1887,compiler"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3911.1|urn:cts:greekLit:tlg0263.tlg001.opp-grc6|"Fragmenta, Anthologia lyrica, sive Lyricorum graecorum veterum praeter Pindarum reliquiae
                potiores"|"Solon,creator Hiller, Eduard,1844-1891,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3912.1|urn:cts:greekLit:tlg0263.tlg001.opp-grc7|"Fragmenta, Scolia a Lobone Septem Sapientibus Attributa"|"Solon,creator Smyth, Herbert Weir,1857-1937,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3913.1|urn:cts:greekLit:tlg0263.tlg001.opp-grc8|"Fragmenta, Scolia a Lobone Septem Sapientibus Attributa"|"Solon,creator Hiller, Eduard,1844-1891,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3914.1|urn:cts:greekLit:tlg0263.tlg001.opp-grc9|"Fragmenta, Scolia a Lobone Septem Sapientibus Attributa"|"Solon,creator Diehl, Ernst,1874-1947,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3915.1|urn:cts:greekLit:tlg0263.tlg001.opp-eng1|"Fragmenta, Lyra Graeca, being the remains of all the Greek lyric poets from Eumelus to Timotheus excepting
                Pindar, Volume 3"|"Solon,creator Edmonds, J. M. (John Maxwell),editor,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3916.1|urn:cts:greekLit:tlg0264.tlg001.opp-grc1|"Fragmenta, Comicorum atticorum fragmenta, Volumen I, Antiquae Comoediae Fragmenta"|"Susarion,Comicus,6./5. Jh. v. Chr.,creator Kock, Theodor,1820-1901,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3917.1|urn:cts:greekLit:tlg0265.tlg002.opp-grc1|"Fragmenta, Lyra Graeca, being the remains of all the Greek lyric poets from Eumelus to Timotheus excepting
                Pindar, Volume 2"|"Timocreon,Ialysius,5. Jh. v. Chr.,creator editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3918.1|urn:cts:greekLit:tlg0265.tlg002.opp-grc2|"Fragmenta, Anthologia lyrica, sive Lyricorum graecorum veterum praeter Pindarum reliquiae
            potiores"|"Timocreon,Ialysius,5. Jh. v. Chr.,creator Hiller, Eduard,1844-1891,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3919.1|urn:cts:greekLit:tlg0265.tlg002.opp-grc3|"Fragmenta, Greek Melic Poets"|"Timocreon,Ialysius,5. Jh. v. Chr.,creator Smyth, Herbert Weir,1857-1937,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3920.1|urn:cts:greekLit:tlg0265.tlg002.opp-grc4|"Fragmenta, Poetae lyrici Graeci, Vol III, Poetas Melicos Continens"|"Timocreon,Ialysius,5. Jh. v. Chr.,creator Bergk, Theodor,1812-1881,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3921.1|urn:cts:greekLit:tlg0265.tlg002.opp-grc5|"Fragmenta, Poetae lyrici graeci"|"Timocreon,Ialysius,5. Jh. v. Chr.,creator Bergk, Theodor,1812-1881,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3922.1|urn:cts:greekLit:tlg0265.tlg002.opp-grc6|"Fragmenta, Anthologia lyrica graeca, Volume II"|"Timocreon,Ialysius,5. Jh. v. Chr.,creator Diehl, Ernst,1874-1947,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3923.1|urn:cts:greekLit:tlg0265.tlg002.opp-eng1|"Fragmenta, Lyra Graeca, being the remains of all the Greek lyric poets from Eumelus to Timotheus excepting
                Pindar, Volume 2"|"Timocreon,Ialysius,5. Jh. v. Chr.,creator Edmonds, J. M. (John Maxwell),editor,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3924.1|urn:cts:greekLit:tlg0265.tlg003.opp-grc1|"Epigrammata, Anthologia lyrica graeca, Volume II"|"Timocreon,Ialysius,5. Jh. v. Chr.,creator Diehl, Ernst,1874-1947,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3925.1|urn:cts:greekLit:tlg0265.tlg003.opp-grc2|"Epigrammata, Poetae lyrici Graeci, Vol III, Poetas Melicos Continens"|"Timocreon,Ialysius,5. Jh. v. Chr.,creator Bergk, Theodor,1812-1881,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3926.1|urn:cts:greekLit:tlg0265.tlg003.opp-grc3|"Epigrammata, Poetae lyrici graeci"|"Timocreon,Ialysius,5. Jh. v. Chr.,creator Bergk, Theodor,1812-1881,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3927.1|urn:cts:greekLit:tlg0265.tlg003.opp-grc4|"Epigrammata, Lyra Graeca, being the remains of all the Greek lyric poets from Eumelus to Timotheus excepting
                Pindar, Volume 2"|"Timocreon,Ialysius,5. Jh. v. Chr.,creator editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3928.1|urn:cts:greekLit:tlg0265.tlg003.opp-grc5|"Epigrammaa, The , Greek anthology, Vol V, Epigrams in Various Metres, Book XIII"|"Timocreon,Ialysius,5. Jh. v. Chr.,creator"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3929.1|urn:cts:greekLit:tlg0265.tlg003.opp-grc6|"Epigramma, Anthologia lyrica, sive Lyricorum graecorum veterum praeter Pindarum reliquiae
            potiores"|"Timocreon,Ialysius,5. Jh. v. Chr.,creator Hiller, Eduard,1844-1891,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3930.1|urn:cts:greekLit:tlg0265.tlg003.opp-eng1|"Epigrammata, Lyra Graeca, being the remains of all the Greek lyric poets from Eumelus to Timotheus excepting
                Pindar, Volume 2"|"Timocreon,Ialysius,5. Jh. v. Chr.,creator Edmonds, J. M. (John Maxwell),editor,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3931.1|urn:cts:greekLit:tlg0265.tlg003.opp-eng2|"Epigrammaa, The , Greek anthology, Vol V, Epigrams in Various Metres, Book XIII"|"Timocreon,Ialysius,5. Jh. v. Chr.,creator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3932.1|urn:cts:greekLit:tlg0266.tlg001.opp-grc1|"Fragmenta, Anthologie aus den lyrikern der Griechen, Erstes Bandchen, Die Elegiker Und Iambographen Enthaltend"|"Tyrtaeus,creator Buchholz, Eduard,1825-1887,compiler"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3933.1|urn:cts:greekLit:tlg0266.tlg001.opp-grc2|"Fragmenta, Poetae lyrici Graeci, Vol II, Poetas Elegiacos et Iambographos Continens"|"Tyrtaeus,creator Bergk, Theodor,1812-1881,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3934.1|urn:cts:greekLit:tlg0266.tlg001.opp-grc3|"Fragmenta, Poetae lyrici graeci"|"Tyrtaeus,creator Bergk, Theodor,1812-1881,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3935.1|urn:cts:greekLit:tlg0266.tlg001.opp-grc4|"Fragmenta, Anthologia lyrica, sive Lyricorum graecorum veterum praeter Pindarum reliquiae
            potiores"|"Tyrtaeus,creator Hiller, Eduard,1844-1891,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3936.1|urn:cts:greekLit:tlg0266.tlg001.opp-grc5|"Fragmenta, Anthologia lyrica graeca, Volume I"|"Tyrtaeus,creator Diehl, Ernst,1874-1947,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3937.1|urn:cts:greekLit:tlg0267.tlg001.opp-grc1|"Fragmenta, Anthologia lyrica graeca, Volume I"|"Xenophanes,ca. 570-ca. 478 B.C.,creator Diehl, Ernst,1874-1947,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3938.1|urn:cts:greekLit:tlg0267.tlg001.opp-grc2|"Fragmenta, Poetae lyrici Graeci, Vol II, Poetas Elegiacos et Iambographos Continens"|"Xenophanes,ca. 570-ca. 478 B.C.,creator Bergk, Theodor,1812-1881,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3939.1|urn:cts:greekLit:tlg0267.tlg001.opp-grc3|"Fragmenta (Elegaica), Anthologie aus den lyrikern der Griechen, Erstes Bandchen, Die Elegiker Und Iambographen Enthaltend"|"Xenophanes,ca. 570-ca. 478 B.C.,creator Buchholz, Eduard,1825-1887,compiler"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3940.1|urn:cts:greekLit:tlg0267.tlg001.opp-grc4|"Fragmenta, Poetae lyrici graeci"|"Xenophanes,ca. 570-ca. 478 B.C.,creator Bergk, Theodor,1812-1881,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3941.1|urn:cts:greekLit:tlg0267.tlg001.opp-grc5|"Fragmenta, Anthologia lyrica, sive Lyricorum graecorum veterum praeter Pindarum reliquiae
            potiores"|"Xenophanes,ca. 570-ca. 478 B.C.,creator Hiller, Eduard,1844-1891,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3942.1|urn:cts:greekLit:tlg0267.tlg006.opp-grc1|"Testimonia, Poetarum philosophorum fragmenta"|"Xenophanes,,ca. 570-ca. 478 B.C.,creator Diels, Hermann,1848-1922,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3943.1|urn:cts:greekLit:tlg0267.tlg002.opp-grc1|"Fragmenta , Anthologia lyrica graeca, Volume I"|"Xenophanes,ca. 570-ca. 478 B.C.,creator Diehl, Ernst,1874-1947,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3944.1|urn:cts:greekLit:tlg0267.tlg003.opp-grc1|"Epigramma, The , Greek anthology, Vol II, Sepulchral Epigrams, Book VII"|"Xenophanes,ca. 570-ca. 478 B.C.,creator"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3945.1|urn:cts:greekLit:tlg0267.tlg003.opp-eng1|"Epigramma, The , Greek anthology, Vol II, Sepulchral Epigrams, Book VII"|"Xenophanes,ca. 570-ca. 478 B.C.,creator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3946.1|urn:cts:greekLit:tlg0268.tlg002.opp-grc1|"Epigramma, The , Greek anthology, Vol V, Epigrammata of the Planudean Anthology Not in the Pallatine Manuscript,, Book XVI"|"Mesomedes,,2nd cent.,creator"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3947.1|urn:cts:greekLit:tlg0268.tlg002.opp-grc2|"Epigramma, The , Greek anthology, Vol V, Arithmetical Problems, Riddles, Oracles, Book XIV"|"Mesomedes,,2nd cent.,creator"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3948.1|urn:cts:greekLit:tlg0268.tlg002.opp-eng1|"Epigramma, The , Greek anthology, Vol V, Epigrammata of the Planudean Anthology Not in the Pallatine Manuscript,, Book XVI"|"Mesomedes,,2nd cent.,creator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3949.1|urn:cts:greekLit:tlg0268.tlg002.opp-eng2|"Epigramma, The , Greek anthology, Vol V, Arithmetical Problems, Riddles, Oracles, Book XIV"|"Mesomedes,,2nd cent.,creator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3950.1|urn:cts:greekLit:tlg0268.tlg001.opp-grc1|"Fragmenta, Musici scriptores graeci, Aristoteles, Euclides, Nicomachus, Bacchius, Gaudentius, Alypius et melodiarum
               veterum quidquid exstat"|"Mesomedes,2nd cent,creator Jan, Karl von,1836-1899,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3951.1|urn:cts:greekLit:tlg0274.tlg001.opp-grc1|"Epigramma, The , Greek anthology, Vol V, Epigrammata of the Planudean Anthology Not in the Pallatine Manuscript,, Book XVI"|"Secundus,Tarentinus,1. Jh. n. Chr.,creator"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3952.1|urn:cts:greekLit:tlg0274.tlg001.opp-grc2|"Epigrammata, The , Greek anthology, Vol III, The Declamatory Epigrams, Book IX"|"Secundus,Tarentinus,1. Jh. n. Chr.,creator"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3953.1|urn:cts:greekLit:tlg0274.tlg001.opp-eng1|"Epigramma, The , Greek anthology, Vol V, Epigrammata of the Planudean Anthology Not in the Pallatine Manuscript,, Book XVI"|"Secundus,Tarentinus,1. Jh. n. Chr.,creator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3954.1|urn:cts:greekLit:tlg0274.tlg001.opp-eng2|"Epigrammata, The , Greek anthology, Vol III, The Declamatory Epigrams, Book IX"|"Secundus,Tarentinus,1. Jh. n. Chr.,creator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3955.1|urn:cts:greekLit:tlg0283.tlg002.opp-grc1|"Fragmenta et titulus , Anthologia lyrica graeca, Volume II"|"Heraclides,Ponticus, the Younger,creator Diehl, Ernst,1874-1947,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3956.1|urn:cts:greekLit:tlg0284.tlg052.perseus-grc1|"Orationes 52"|"Aristides, Aelius. Aristides. ex recensione Guilielmi Dindorfii. Leipzig. Weidmann. 1829. 1-2."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3957.1|urn:cts:greekLit:tlg0284.tlg052.opp-grc1|"Πρεσβευτικὸς πρὸς Ἀχιλλέα, Aristides, Volume 2"|"Aristides, Aelius.,creator Dindorf, Wilhelm,1802-1883,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3958.1|urn:cts:greekLit:tlg0284.tlg054.perseus-grc1|"Orationes 54"|"Aristides, Aelius. Aristides. ex recensione Guilielmi Dindorfii. Leipzig. Weidmann. 1829. 1-2."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3959.1|urn:cts:greekLit:tlg0284.tlg054.opp-grc1|"Πρὸς Λεπτίνην ὑπὲρ ἀτελείας, Aristides, Volume 2"|"Aristides, Aelius.,creator Dindorf, Wilhelm,1802-1883,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3960.1|urn:cts:greekLit:tlg0284.tlg046.perseus-grc1|"Orationes 46"|"Aristides, Aelius. Aristides. ex recensione Guilielmi Dindorfii. Leipzig. Weidmann. 1829. 1-2."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3961.1|urn:cts:greekLit:tlg0284.tlg046.opp-grc1|"Πρὸς Πλάτωνα ὑπὲρ τῶν τεττάρων, Aristides, Volume 2"|"Aristides, Aelius.,creator Dindorf, Wilhelm,1802-1883,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3962.1|urn:cts:greekLit:tlg0284.tlg010.perseus-grc1|"Orationes 10"|"Aristides, Aelius. Aristides. ex recensione Guilielmi Dindorfii. Leipzig. Weidmann. 1829. 1-2."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3963.1|urn:cts:greekLit:tlg0284.tlg010.opp-grc1|"Ἀπελλᾶ γενεθλιακός, Aristides, Volume 1"|"Aristides, Aelius.,creator Dindorf, Wilhelm,1802-1883,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3964.1|urn:cts:greekLit:tlg0284.tlg031.perseus-grc1|"Orationes 31"|"Aristides, Aelius. Aristides. ex recensione Guilielmi Dindorfii. Leipzig. Weidmann. 1829. 1-2."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3965.1|urn:cts:greekLit:tlg0284.tlg031.opp-grc1|"Ὑπὲρ τῆς πρὸς Λακεδαιμονίους εἰρήνης, Aristides, Volume 1"|"Aristides, Aelius.,creator Dindorf, Wilhelm,1802-1883,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3966.1|urn:cts:greekLit:tlg0284.tlg016.perseus-grc1|"Orationes 16"|"Aristides, Aelius. Aristides. ex recensione Guilielmi Dindorfii. Leipzig. Weidmann. 1829. 1-2."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3967.1|urn:cts:greekLit:tlg0284.tlg016.opp-grc1|"Πανηγυρικὸς ἐν Κυζίκῳ περὶ τοῦ ναοῦ, Aristides, Volume 1"|"Aristides, Aelius.,creator Dindorf, Wilhelm,1802-1883,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3968.1|urn:cts:greekLit:tlg0284.tlg009.perseus-grc1|"Orationes 9"|"Aristides, Aelius. Aristides. ex recensione Guilielmi Dindorfii. Leipzig. Weidmann. 1829. 1-2."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3969.1|urn:cts:greekLit:tlg0284.tlg009.opp-grc1|"Εἰς βασιλέα [Sp.], Aristides, Volume 1"|"Aristides, Aelius.,creator Dindorf, Wilhelm,1802-1883,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3970.1|urn:cts:greekLit:tlg0284.tlg013.perseus-grc1|"Orationes 13"|"Aristides, Aelius. Aristides. ex recensione Guilielmi Dindorfii. Leipzig. Weidmann. 1829. 1-2."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3971.1|urn:cts:greekLit:tlg0284.tlg013.opp-grc1|"Παναθηναϊκός, Aristides, Volume 1"|"Aristides, Aelius.,creator Dindorf, Wilhelm,1802-1883,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3972.1|urn:cts:greekLit:tlg0284.tlg038.perseus-grc1|"Orationes 38"|"Aristides, Aelius. Aristides. ex recensione Guilielmi Dindorfii. Leipzig. Weidmann. 1829. 1-2."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3973.1|urn:cts:greekLit:tlg0284.tlg038.opp-grc1|"Συμμαχικὸς αʹ, Aristides, Volume 1"|"Aristides, Aelius.,creator Dindorf, Wilhelm,1802-1883,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3974.1|urn:cts:greekLit:tlg0284.tlg035.perseus-grc1|"Orationes 35"|"Aristides, Aelius. Aristides. ex recensione Guilielmi Dindorfii. Leipzig. Weidmann. 1829. 1-2."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3975.1|urn:cts:greekLit:tlg0284.tlg035.opp-grc1|"Λευκτρικὸς γʹ (ὑπὲρ Λακεδαιμονίων δεύτερος), Aristides, Volume 1"|"Aristides, Aelius.,creator Dindorf, Wilhelm,1802-1883,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3976.1|urn:cts:greekLit:tlg0284.tlg055.perseus-grc1|"Orationes 55"|"Aristides, Aelius. Aristides. ex recensione Guilielmi Dindorfii. Leipzig. Weidmann. 1829. 1-2."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3977.1|urn:cts:greekLit:tlg0284.tlg055.opp-grc1|"Πανηγυρικὸς ἐπὶ τῷ ὕδατι ἐν Περγάμῳ, Aristides, Volume 2"|"Aristides, Aelius.,creator Dindorf, Wilhelm,1802-1883,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3978.1|urn:cts:greekLit:tlg0284.tlg032.perseus-grc1|"Orationes 32"|"Aristides, Aelius. Aristides. ex recensione Guilielmi Dindorfii. Leipzig. Weidmann. 1829. 1-2."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3979.1|urn:cts:greekLit:tlg0284.tlg032.opp-grc1|"Ὑπὲρ τῆς πρὸς Ἀθηναίους εἰρήνης, Aristides, Volume 1"|"Aristides, Aelius.,creator Dindorf, Wilhelm,1802-1883,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3980.1|urn:cts:greekLit:tlg0284.tlg007.perseus-grc1|"Orationes 7"|"Aristides, Aelius. Aristides. ex recensione Guilielmi Dindorfii. Leipzig. Weidmann. 1829. 1-2."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3981.1|urn:cts:greekLit:tlg0284.tlg007.opp-grc1|"Ἀσκληπιάδαι, Aristides, Volume 1"|"Aristides, Aelius.,creator Dindorf, Wilhelm,1802-1883,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3982.1|urn:cts:greekLit:tlg0284.tlg014.perseus-grc1|"Orationes 14"|"Aristides, Aelius. Aristides. ex recensione Guilielmi Dindorfii. Leipzig. Weidmann. 1829. 1-2."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3983.1|urn:cts:greekLit:tlg0284.tlg014.opp-grc1|"Ῥώμης ἐγκώμιον, Aristides, Volume 1"|"Aristides, Aelius.,creator Dindorf, Wilhelm,1802-1883,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3984.1|urn:cts:greekLit:tlg0284.tlg025.perseus-grc1|"Orationes 25"|"Aristides, Aelius. Aristides. ex recensione Guilielmi Dindorfii. Leipzig. Weidmann. 1829. 1-2."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3985.1|urn:cts:greekLit:tlg0284.tlg025.opp-grc1|"Ἱεροὶ λόγοι γʹ, Aristides, Volume 1"|"Aristides, Aelius.,creator Dindorf, Wilhelm,1802-1883,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3986.1|urn:cts:greekLit:tlg0284.tlg039.perseus-grc1|"Orationes 39"|"Aristides, Aelius. Aristides. ex recensione Guilielmi Dindorfii. Leipzig. Weidmann. 1829. 1-2."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3987.1|urn:cts:greekLit:tlg0284.tlg039.opp-grc1|"Συμμαχικὸς βʹ (πρὸς Θηβαίους περὶ τῆς συμμαχίας), Aristides, Volume 1"|"Aristides, Aelius.,creator Dindorf, Wilhelm,1802-1883,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3988.1|urn:cts:greekLit:tlg0284.tlg019.perseus-grc1|"Orationes 19"|"Aristides, Aelius. Aristides. ex recensione Guilielmi Dindorfii. Leipzig. Weidmann. 1829. 1-2."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3989.1|urn:cts:greekLit:tlg0284.tlg019.opp-grc1|"Ἐλευσίνιος, Aristides, Volume 1"|"Aristides, Aelius.,creator Dindorf, Wilhelm,1802-1883,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3990.1|urn:cts:greekLit:tlg0284.tlg037.perseus-grc1|"Orationes 37"|"Aristides, Aelius. Aristides. ex recensione Guilielmi Dindorfii. Leipzig. Weidmann. 1829. 1-2."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3991.1|urn:cts:greekLit:tlg0284.tlg037.opp-grc1|"Λευκτρικὸς εʹ(ὑπὲρ μηδετέροις βοηθεῖν), Aristides, Volume 1"|"Aristides, Aelius.,creator Dindorf, Wilhelm,1802-1883,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3992.1|urn:cts:greekLit:tlg0284.tlg050.perseus-grc1|"Orationes 50"|"Aristides, Aelius. Aristides. ex recensione Guilielmi Dindorfii. Leipzig. Weidmann. 1829. 1-2."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3993.1|urn:cts:greekLit:tlg0284.tlg050.opp-grc1|"Κατὰ τῶν ἐξορχουμένων, Aristides, Volume 2"|"Aristides, Aelius.,creator Dindorf, Wilhelm,1802-1883,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3994.1|urn:cts:greekLit:tlg0284.tlg033.perseus-grc1|"Orationes 33"|"Aristides, Aelius. Aristides. ex recensione Guilielmi Dindorfii. Leipzig. Weidmann. 1829. 1-2."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.3995.1|urn:cts:greekLit:tlg0284.tlg033.opp-grc1|"Λευκτρικὸς αʹ(ὑπὲρ Λακεδαιμονίων πρῶτος), Aristides, Volume 1"|"Aristides, Aelius.,creator Dindorf, Wilhelm,1802-1883,editor"|edition|true|published|||feed_aggregator|feed_aggregator
